#separator:tab
#html:true
"<div class=afirmação>No coração a via&nbsp;<span class=""cloze"" data-cloze=""mais&#x20;r&#xE1;pida"" data-ordinal=""1"">[...]</span> comanda <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> No coração a via&nbsp;<span class=""cloze"" data-ordinal=""1"">mais rápida</span> comanda </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>ECG da hipercalemia - Ordem das alterações<div><br></div><div><span class=""cloze"" data-cloze=""Onda&#x20;T&#x20;apiculada"" data-ordinal=""1"">[...]</span> → <span class=""cloze"" data-cloze=""Achatamento&#x20;da&#x20;Onda&#x20;P"" data-ordinal=""1"">[...]</span> → <span class=""cloze"" data-cloze=""QRS&#x20;alargado"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> ECG da hipercalemia - Ordem das alterações<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Onda T apiculada</span> → <span class=""cloze"" data-ordinal=""1"">Achatamento da Onda P</span> → <span class=""cloze"" data-ordinal=""1"">QRS alargado</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""2"">Bloqueio divisional anterossuperior (Hemibloqueio anterior esquerdo)</span><div><br></div><div>Altamente indicativo de&nbsp;<span class=""cloze"" data-cloze=""Doen&#xE7;a&#x20;de&#x20;Chagas&#x20;Cr&#xF4;nica"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""2"">Bloqueio divisional anterossuperior (Hemibloqueio anterior esquerdo)</span><div><br></div><div>Altamente indicativo de&nbsp;<span class=""cloze"" data-ordinal=""1"">Doença de Chagas Crônica</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""Bloqueio&#x20;divisional&#x20;anterossuperior&#x20;&#x28;Hemibloqueio&#x20;anterior&#x20;esquerdo&#x29;"" data-ordinal=""2"">[ECG]</span><div><br></div><div>Altamente indicativo de&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Doença de Chagas Crônica</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""2"">Bloqueio divisional anterossuperior (Hemibloqueio anterior esquerdo)</span><div><br></div><div>Altamente indicativo de&nbsp;<span class=""cloze-inactive"" data-ordinal=""1"">Doença de Chagas Crônica</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Hipocalemia - Alterações ECG<div><br></div><div><span class=""cloze"" data-cloze=""↑&#x20;Onda&#x20;P&lt;br&gt;↓&#x20;Onda&#x20;T&lt;br&gt;↑&#x20;Onda&#x20;U&lt;br&gt;Infradesnivelamento&#x20;de&#x20;ST&lt;br&gt;QRS&#x20;alargado"" data-ordinal=""1"">[5]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia Provas::PSU::2025

</div>-->







"	"<div class=afirmação> Hipocalemia - Alterações ECG<div><br></div><div><span class=""cloze"" data-ordinal=""1"">↑ Onda P<br>↓ Onda T<br>↑ Onda U<br>Infradesnivelamento de ST<br>QRS alargado</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintbb6ac2dad552f8e0').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintbb6ac2dad552f8e0"" class=hint style=""display: none""><img alt=""Alterações eletrocardiográficas na hipocalemia."" src=""91-EletrolitosECG-Figura1.jpg""><br><strong><br></strong>TADE Clinicagem.&nbsp;<strong>Eletrocardiograma nos distúrbios eletrolíticos</strong>. Disponível em:&nbsp;<a href=""https://www.tadeclinicagem.com.br/guia/315/eletrocardiograma-nos-disturbios-eletroliticos/"">https://www.tadeclinicagem.com.br/guia/315/eletrocardiograma-nos-disturbios-eletroliticos/</a>. Acesso em: 3 dez. 2024.</div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Hipercalemia - Alterações ECG<div><br></div><div><span class=""cloze"" data-cloze=""↓&#x20;Onda&#x20;P&lt;br&gt;↑&#x20;Onda&#x20;T&#x20;apiculada&#x20;&#x28;em&#x20;tenda&#x29;&lt;br&gt;Prolongamento&#x20;de&#x20;PR&lt;br&gt;Infradesnivelamento&#x20;de&#x20;ST&lt;br&gt;QRS&#x20;alargado"" data-ordinal=""1"">[5]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Hipercalemia - Alterações ECG<div><br></div><div><span class=""cloze"" data-ordinal=""1"">↓ Onda P<br>↑ Onda T apiculada (em tenda)<br>Prolongamento de PR<br>Infradesnivelamento de ST<br>QRS alargado</span></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintfc0cd8dd7ffa9133').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintfc0cd8dd7ffa9133"" class=hint style=""display: none""><img alt=""Eletrocardiograma nos Distúrbios Eletrolíticos | Guia TdC"" src=""91-EletrolitosECG-Figura2.jpg""><br><br>TADE Clinicagem. <strong>Eletrocardiograma nos distúrbios eletrolíticos</strong>. Disponível em: <a href=""https://www.tadeclinicagem.com.br/guia/315/eletrocardiograma-nos-disturbios-eletroliticos/"">https://www.tadeclinicagem.com.br/guia/315/eletrocardiograma-nos-disturbios-eletroliticos/</a>. Acesso em: 3 dez. 2024.</div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Hipercalemia - Conduta em <span class=""cloze-inactive"" data-ordinal=""2"">ECG alterado</span><div><br></div><div><span class=""cloze"" data-cloze=""Gluconato&#x20;de&#x20;C&#xE1;lcio"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Hipercalemia - Conduta em <span class=""cloze-inactive"" data-ordinal=""2"">ECG alterado</span><div><br></div><div><span class=""cloze"" data-ordinal=""1"">Gluconato de Cálcio</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Hipercalemia - Conduta em <span class=""cloze"" data-cloze=""ECG&#x20;alterado"" data-ordinal=""2"">[...]</span><div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Gluconato de Cálcio</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Hipercalemia - Conduta em <span class=""cloze"" data-ordinal=""2"">ECG alterado</span><div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Gluconato de Cálcio</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze-inactive"" data-ordinal=""2"">Displasia Arritmogênica do VD</span> - ECG<div><br></div><div><span class=""cloze"" data-cloze=""Onda&#x20;&#xE9;psilon"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze-inactive"" data-ordinal=""2"">Displasia Arritmogênica do VD</span> - ECG<div><br></div><div><span class=""cloze"" data-ordinal=""1"">Onda épsilon</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Pericardite Aguda - ECG<br><div><br></div><div><span class=""cloze"" data-cloze=""Pan&#x2D;Supra&#x2D;ST&#x20;&lt;u&gt;c&#xF4;ncavo&lt;&#x2F;u&gt;&lt;&#x2F;div&gt;&lt;div&gt;Infra&#x2D;PR"" data-ordinal=""1"">[...]</span><br></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Pericardite Aguda - ECG<br><div><br></div><div><span class=""cloze"" data-ordinal=""1"">Pan-Supra-ST <u>côncavo</u></div><div>Infra-PR</span><br></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Fases do IAM no ECG<div><br /></div><div>Hiperaguda:&nbsp;<span class=""cloze"" data-cloze=""Supra&#x2D;ST&#x20;&#x2F;&#x20;T&#x20;apiculada"" data-ordinal=""1"">[...]</span><br />Subaguda:&nbsp;<span class=""cloze"" data-cloze=""Supra&#x2D;ST&#x20;convexo&#x20;&#x2F;&#x20;T&#x20;invertida"" data-ordinal=""1"">[...]</span><br />Crônica:&nbsp;<span class=""cloze"" data-cloze=""Onda&#x20;Q"" data-ordinal=""1"">[...]</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Fases do IAM no ECG<div><br /></div><div>Hiperaguda:&nbsp;<span class=""cloze"" data-ordinal=""1"">Supra-ST / T apiculada</span><br />Subaguda:&nbsp;<span class=""cloze"" data-ordinal=""1"">Supra-ST convexo / T invertida</span><br />Crônica:&nbsp;<span class=""cloze"" data-ordinal=""1"">Onda Q</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><span class=""cloze"" data-cloze=""Displasia&#x20;Arritmog&#xEA;nica&#x20;do&#x20;VD"" data-ordinal=""2"">[...]</span> - ECG<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda épsilon</span></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <span class=""cloze"" data-ordinal=""2"">Displasia Arritmogênica do VD</span> - ECG<div><br></div><div><span class=""cloze-inactive"" data-ordinal=""1"">Onda épsilon</span></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""FA"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-f7be5a646ace7333879ff9a2e7f7c216337f8e67.jpg""><br></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">FA</span><div><br></div><div><img src=""paste-f7be5a646ace7333879ff9a2e7f7c216337f8e67.jpg""><br></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><div>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAVT"" data-ordinal=""1"">[...]</span></div><div><br></div><img src=""paste-703c9f5efce15f0273d74f474789a68ea7736513.jpg""> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <div>Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAVT</span></div><div><br></div><img src=""paste-703c9f5efce15f0273d74f474789a68ea7736513.jpg""> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Torsades&#x20;des&#x20;Pointes"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-b133694d5dc8f66683f17e8b65f800e9bd006b1a.jpg""><br></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Torsades des Pointes</span><div><br></div><div><img src=""paste-b133694d5dc8f66683f17e8b65f800e9bd006b1a.jpg""><br></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Taquicardia&#x20;ventricular&#x20;monom&#xF3;rfica"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-41991895252993.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Taquicardia ventricular monomórfica</span><div><br></div><div><img src=""paste-41991895252993.jpg""></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint3ab1ce3754d5892c').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint3ab1ce3754d5892c"" class=hint style=""display: none"">Taquicardia com QRS alargado;<div>Sem onda P;<br>QRS iguais.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Ventricular"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-42047729827841.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Ventricular</span><div><br /></div><div><img src=""paste-42047729827841.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hinte227d2c5f76ec16e').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hinte227d2c5f76ec16e"" class=hint style=""display: none"">Ritmo anárquico.</div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Flutter&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-43568148250625.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Flutter Atrial</span><div><br /></div><div><img src=""paste-43568148250625.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint186edc15d1cc3f48').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint186edc15d1cc3f48"" class=hint style=""display: none""><div>Onda F, aspecto serrilhado.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-43636867727361.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br /></div><div><img src=""paste-43636867727361.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hinta9f32a230d99e3e0').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hinta9f32a230d99e3e0"" class=hint style=""display: none"">Ritmo irregular;<div>Ausência de Onda P.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-45256070397953.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br /></div><div><img src=""paste-45256070397953.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint38650f653eb50c94').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint38650f653eb50c94"" class=hint style=""display: none""><div>Ritmo irregular;<br></div><div>Ausência de Onda P.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Flutter&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-45307610005505.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Flutter Atrial</span><div><br></div><div><img src=""paste-45307610005505.jpg""></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint186edc15d1cc3f48').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint186edc15d1cc3f48"" class=hint style=""display: none""><div>Onda F, aspecto serrilhado.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAV&#x20;2&#xB0;&#x20;Grau&#x20;Mobitz&#x20;I"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-46523085750273.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAV 2° Grau Mobitz I</span><div><br /></div><div><img src=""paste-46523085750273.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint99a662ba0e1ec4ed').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint99a662ba0e1ec4ed"" class=hint style=""display: none""><div>Alargamento progressivo do Intervalo PR até bloquear um Complexo QRS.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAV&#x20;2&#xB0;&#x20;Grau&#x20;Mobitz&#x20;II"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-46630459932673.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAV 2° Grau Mobitz II</span><div><br /></div><div><img src=""paste-46630459932673.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hinte4d9551d766a4ae2').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hinte4d9551d766a4ae2"" class=hint style=""display: none""><div>Bloqueia um Complexo QRS sem aumentar progressivamente o Intervalo PR.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAV&#x20;1&#xB0;&#x20;Grau"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-46686294507521.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAV 1° Grau</span><div><br /></div><div><img src=""paste-46686294507521.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintc1d9ea4ead047f5b').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintc1d9ea4ead047f5b"" class=hint style=""display: none""><div>Intervalo PR aumentado.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAVT"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-46737834115073.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAVT</span><div><br /></div><div><img src=""paste-46737834115073.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hinta77e1d13e146181c').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hinta77e1d13e146181c"" class=hint style=""display: none""><div>Dissociação atrio-ventricular;</div><div>Onda P e Complexo QRS são independentes.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""TSV"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-46793668689921.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">TSV</span><div><br /></div><div><img src=""paste-46793668689921.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint84ad0dc968302151').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint84ad0dc968302151"" class=hint style=""display: none""><div>Taquicardia com QRS estreito;</div><div>Ausência de Onda P.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-47008417054721.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br /></div><div><img src=""paste-47008417054721.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintb24accf4112fc9db').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintb24accf4112fc9db"" class=hint style=""display: none""><div>Ritmo irregular;</div><div>Ausência de onda P.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><div>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Taquicardia&#x20;Atrial&#x20;Multifocal"" data-ordinal=""1"">[...]</span></div><div><br /></div><img src=""paste-47064251629569.jpg"" /> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <div>Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Taquicardia Atrial Multifocal</span></div><div><br /></div><img src=""paste-47064251629569.jpg"" /> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint31cbcb0dfce4213a').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint31cbcb0dfce4213a"" class=hint style=""display: none"">Taquicardia;<br>QRS curto;<br>Onda P presente, mas com morfologias diferentes entre elas.</div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><div>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Torsades&#x20;de&#x20;Pointes"" data-ordinal=""1"">[...]</span></div><div><br /></div><img src=""paste-51311974285313.jpg"" /> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <div>Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Torsades de Pointes</span></div><div><br /></div><img src=""paste-51311974285313.jpg"" /> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação><div><div>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Flutter&#x20;Atrial"" data-ordinal=""1"">[...]</span></div><div><br /></div><img src=""paste-51350628990977.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <div><div>Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Flutter Atrial</span></div><div><br /></div><img src=""paste-51350628990977.jpg"" /></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hint6a04fc55b13617fb').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hint6a04fc55b13617fb"" class=hint style=""display: none""><div>Ausência de Onda P;</div><div>Onda F, padrão serrilhado;</div><div>Proporção atrial:ventricular de 2:1.</div> </div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação><div>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""TV&#x20;Polim&#xF3;rfica"" data-ordinal=""1"">[...]</span></div><div><br /></div><img src=""paste-51445118271489.jpg"" /> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> <div>Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">TV Polimórfica</span></div><div><br /></div><img src=""paste-51445118271489.jpg"" /> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-51500952846337.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br /></div><div><img src=""paste-51500952846337.jpg"" /></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-51552492453889.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br></div><div><img src=""paste-51552492453889.jpg""></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Taquicardia&#x20;ventricular&#x20;monom&#xF3;rfica"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-53223234732033.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Taquicardia ventricular monomórfica</span><div><br></div><div><img src=""paste-53223234732033.jpg""></div> </div>



<div class=""esquema"">
<a class=hint href=""#""
onclick=""this.style.display='none';
document.getElementById('hintb834d9847e9135c2').style.display='block';
return false;"">
✚ Saiba mais</a>
<div id=""hintb834d9847e9135c2"" class=hint style=""display: none"">Taquicardia com QRS alargado;<div>Sem onda P;<br>QRS iguais.</div></div>
</div></div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAVT"" data-ordinal=""1"">[...]</span><div><br /></div><div><img src=""paste-54447300411393.jpg"" /></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAVT</span><div><br /></div><div><img src=""paste-54447300411393.jpg"" /></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""Fibrila&#xE7;&#xE3;o&#x20;Atrial"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-54498840018945.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">Fibrilação Atrial</span><div><br></div><div><img src=""paste-54498840018945.jpg""></div> </div>



</div>

</div><br>

<div class=direito>"
"<div class=afirmação>Diagnóstico:&nbsp;<span class=""cloze"" data-cloze=""BAVT"" data-ordinal=""1"">[...]</span><div><br></div><div><img src=""paste-54550379626497.jpg""></div> <br>


</div>

<!--<div class=tags>

TAGS: @minhavaga_residencia

</div>-->







"	"<div class=afirmação> Diagnóstico:&nbsp;<span class=""cloze"" data-ordinal=""1"">BAVT</span><div><br></div><div><img src=""paste-54550379626497.jpg""></div> </div>



</div>

</div><br>

<div class=direito>"
